title,doc
カキ,日本では古くから栽培されてきた果物。おもに甘柿と渋柿に大別され、さまざまな形や大きさの品種がある。甘柿の代表的な品種は、富有柿と次郎柿。庭木としてなるがままにしておくと、豊作、不作が交互にやってくる。象牙色（ぞうげいろ）の花はめ花とお花がある。
オミナエシ,秋の七草の一つとして知られ、観賞用としていくつかの園芸品種もつくられている。仲間のオトコエシは、名のとおりにいかにも男性的ですべてが大ぶりである。また、全体的に毛が多く花は白く地味。どちらも花は美しいが、いやなにおいがする。
オニタビラコ,都心でも、どこかしら居場所を見つけて咲いている。普通は春から秋にかけて花をつけるが、暖かい地方では一年中咲いている。いつも見られるとはいってもやはり盛りは春。ロゼットから茎が伸び出して花をつける時期が一番目立つ。
オニグルミ,沖縄をのぞく日本全域に自生しているが、川沿いに多く見られる。古い時代に中国から渡来したテウチグルミ（カシグルミ）よりもずっとおいしいが、からはかたくて割るのはたいへん。うっかり素手でむくとまっ黒になってしまい、何日もよごれが落ちない。
オジギソウ,植物が動くというと謎めいた印象があるが、オジギソウが葉を閉じる姿は本当におじぎをしているようでかわいらしい。指でふれるだけではなく、明暗や熱などにも反応する。好んで庭に植えられ、沖縄などでは雑草として大きく育つこともある。
オシロイバナ,日中のしおれた姿とはうってかわって、夕暮れになるとあざやかな花を開く。花色は紅色、白、黄色のほかに絞りのものもある。花の後には黒い大きな種子ができ、これをつぶして子どもたちがお化粧ごっこをすることから、オシロイバナとよばれるようになった。
オクラ,アフリカ起源説とインド起源説がある。エジプトでは2000年以上前に栽培され、現在は日本でも果実が野菜として利用される。果実はビタミンAとタンパク質を多く含んでいる。茎は1本または数本に分岐し、葉のつけ根に黄色い花をつける。花は1日で終わる。
オオマツヨイグサ,北米原産の帰化植物。花は夕方咲き始め朝にはしぼむので、昼間には何でもなかった場所が、夜にはオオマツヨイグサのお花畑になることがある。和名は「大待宵草」。よくこの花をツキミソウとよぶが、ツキミソウは白い花をつける。
オオバジャノヒゲ,花には夏の林下で出会う。冬でも枯れない葉はジャノヒゲより厚く幅も広い。どちらかといえばヤブランの葉に似ているようだ。花は淡い紫色か白色で、横向きか下向きに小さな花を点々とつける。種子はきれいなコバルト色で、冬のあいだ長く楽しめる。
オオバコ,公園や学校の校庭、道ばたなどふまれやすいところにかぎって生えている。普段はそんな環境に耐えるかのように地面にはりついているが、花の時期には花茎（かけい）をすっと伸ばし小さな花をつける。仲間のヘラオオバコは、大きいものになると70センチメートルにもなる。
オオジシバリ,オオジシバリの和名は、「大地縛り」。走出枝（ランナー）を出し、節々で株をつくり発根するようすからついた。たしかに、田んぼのあぜや粘土質のところで地をはうように長く伸びるが、名前ほど強い印象はない。ジシバリよりも湿ったところに生える。
オオカメノキ,ブナ林や高山の針葉樹林内に生えることが多い。かっ色の毛がある枝はしなやかで、横に広がり葉は対生（たいせい）する。葉の裏面に、まだ脈が茶色のしわ状に見えるころに花が咲き始める。花穂（かすい）の中心部に小さな両性花が咲き、その周囲に白い装飾花がある。
オオオナモミ,メキシコ原産の帰化植物。果実にかぎ状のとげがあり、人間や動物にくっついて広がっていく。長さが2センチメートルほどになるイガのくっつき方は強力で、犬の毛につくとからまってとりのぞくことができないほどだ。これがマジックテープの発想のもとになったらしい。
オオイヌノフグリ,早春、日当たりのよい里の野原で春を告げるように咲く。「フグリ」とは睾丸（こうがん）のことで、果実の形が似ていることからこのような名がついた。在来種のようにどこにでも生えているが、ヨーロッパ原産の帰化植物。在来種にイヌノフグリがある。
エゴノキ,雑木林などに生える。花の季節になると、小さな白い花を枝いっぱいにつけて美しいので、公園などに植えられることもある。長い柄（え）からぶらさがるように咲く花は、5弁に分かれているように見えるが合弁花。果皮には麻酔効果のある成分を含む。
ウルシ,古くから漆採取のために栽培されているウルシ。しかし、現在では日本で使われる漆の9割は輸入物。残りの1割のほとんどは、岩手県浄法寺で生産されている。漆にかぶれる度合いは人によってちがい、ウルシ林に入るだけでかぶれる人もいる。
ウメ,古くに中国から渡来したウメだが、今では日本の春になくてはならない植物となっている。鑑賞用だけでなく食用としても重要で、木の種類もその利用法によって分けられていて、およそ300種の園芸品種がある。かつては日本でも九州に自生していたらしい。
ウド,近頃では八百屋にウドが並んでいるが、これは栽培したウド。自生しているウドは野性味があり、しかもいいにおいがして栽培ものに比べて断然おいしい。山の中で、育ちすぎて食用にならないものはすぐに見つかるが、おいしい若芽をさがすのはむずかしい。
ウキクサ,田んぼの表層に、イネをとりまくように浮かぶ。葉は少し厚ぼったいが、これは中に気泡があるためである。ウキクサが全国的にどこにでもあるのは、鳥の足などについて分布を広げるからだ。アオウキクサは少し小さく、根は1本で集合体になる。
インゲン,インゲンマメとよばれるものにはいろいろな種類があるが、おもに支柱に巻きついて生長するつる性の品種と、つるのない品種に分けられる。また、さやごと食べるものと中の豆を食べるものがある。サヤインゲンやドジョウインゲンなどが親しまれている。
イロハモミジ,モミジにはいろいろな種類があるが、まず思い浮かぶのはイロハモミジの姿である。秋の紅葉もいいが、新緑の季節もまた美しい。「イロハ」と名前につくのは、七つに分かれる葉の裂片（れつへん）を「イロハニホヘト」と数えたことかららしい。
イノコズチ,木かげのうす暗い竹やぶなどに生える。別名「ヒカゲイノコズチ」が表しているように、ヒナタイノコズチより弱々しくて比べるとたよりない感じがする。下向きにつく果実にはとげ状の小苞（しょうほう）があり、人間や動物にくっついて運ばれる。ドロボウグサとよばれることもある。
イネ（コメ）,紀元前4000年以前に、インドから中国にかけて栽培が始まり、日本へは縄文時代末期に中国より伝播したと考えられている。日本で栽培されるアジアイネは、粘り気のある米（こめ）ができる日本型と、ぱさぱさとした食感のインド型に大別される。
イヌタデ,道ばたに普通に生え、アカマンマの名で親しまれている。その名のとおり、子どもたちはこの果実を赤飯に見立てておままごとをする。茎は赤みを帯びていて、根元では横にはう。開花後、花は紅紫から淡いかっ色に変わり、花に包まれたまま黒い果実が熟す。
イチョウ,古くから日本で栽培されていたイチョウだが、原産は中国。日本に原産した説もあるが、現在では中国浙江（せっこう）省にのみ野生の木がある。果実はギンナン。日本の街中では果実はやっかいもののためか、最近ではこの果実をさけてオスの木を植えることが多い。
イチジク,西アジア原産で、南の暖かい地方に多い。漢字で無花果と書くのは、花が見えないのに果実が成ることによる。花の種類や受粉の有無によって、大きく4品種に分けられている。日本で栽培されるイチジクは、受精せずに果実を結ぶ品種が多い。
イチゴ,現在の栽培イチゴは、北米東部原産種と南北米西部の野生イチゴとの交雑種からオランダで育成されたものである。明治時代に始まった石の保温力を利用する石垣栽培は、ビニール栽培の普及などで現在ではあまり見かけない。写真は久能早生イチゴ。
アンズ,アンズの花は、サクラ属の果樹の中でもぽってりとした印象がある。葉はウメのものによく似ているので、花が終わってしまうとウメと見分けがつきにくくなる。だが、果実（種子）にはあみ目があり、小さな穴があるウメとはちがうので識別できる。
アヤメ,梅雨どき野山に生え、大群落をつくることもある。カキツバタとアヤメはまちがえやすいが、花の中央からつけ根にかけて黄色い斑が目立つのがアヤメ。カキツバタは、花被片（かひへん）に細く黄色い線が入っていて、どちらかといえばノハナショウブに似ている。
アナアオサ,きれいな緑色をした海藻。タイドプールや潮の引いた岩の上に普通に見かけられる。葉は膜状で、生長（せいちょう）するとところどころに小さな穴があく。じょうぶで、さわった感じはごわごわしている。栄養が豊富な内湾ではよく育ち、ちぎ切れて海岸に多量に打ち上げられることも珍しくない。死んでしばらくすると、色が抜けて白くなる。ぬれているとすべりやすいので、海岸を歩くときには注意がいる。
アセビ,風が強く吹く山地の乾いたところに生える。白い小さな花がたれ下がってつく姿が美しいので、庭木としても植えられている。有毒植物で、馬が誤って食べると苦しむことから「馬酔木」の名がついた。むかしは葉を煮出して殺虫薬とした。
アズキ,古くから日本で栽培されている作物の一つで、祝いごとには欠かせない赤飯に使われる。また、アズキにまつわる風習は今でも各地に残り、かつては魔よけにもされたそうだ。「あずき色」があることからみても、日本人の生活に深く関わっているのがわかる。
アジサイ,梅雨時の、重く雲がたれこめた天気によく似合う花だ。反対に太陽がさんさんと降り注ぐ季節まで咲いていると、あわれな姿になる。花の色のちがいは、土壌の酸性度によることが知られているが、高い場合には青色が強く、逆の場合はピンクが強くなる。
アサガオ,日本へは奈良時代に渡来したなど諸説あるが、定説はない。アサガオの品種改良は日本独自に進んだもので、大輪アサガオと変化アサガオに大別される。現在ではろうと形の大輪咲きのものが主流で、さまざまな葉形や花形の品種がある。
アカマツ,土壌の乾燥などの悪条件に耐えるほど強いことから、尾根や堤防などに植えられることが多い。日本の代表的な二葉松の一つ。樹皮が明るい茶かっ色なのでこの名があり、老木には亀甲状の割れ目が入る。秋になるとマツタケがとれるのはアカマツ林である。
アカザ,春の芽吹きのころ、畑や空き地で赤く目立つアカザ。虫めがねで葉をよく観察してみると、ビーズ玉が無数についているようでとてもきれいである。秋になると花をつけるが、葉のつけ根の赤はうすくなり、仲間のシロザとともにほかの雑草にまぎれてしまう。
アオキ,山地に生えるが、大きなつやのある葉と赤い果実が美しいため、観賞用として庭にも植えられる。また耐寒性に優れているので、世界各地で庭木として利用されている。葉に白い斑があるものや果実が白色や黄色などの多くの品種がある。
ツルナ,海岸の砂浜などに生える。茎がつるのように地をはい、新芽や葉が菜っ葉のように食べられることからこの名がついた。地味で目立たない花の後にできる果実は、海流にのって広がる。そのため、世界各地の海岸に分布している。
ドクダミ,庭の日かげで繁茂していることが多い。名前にドクがつく上に、独特のにおいがすることもあってあまり印象はよくない。だが、よく観察してみれば、白い花びらのような総苞片（そうほうへん）はくっきりと白く、葉もきれいな形だ。下から順に花をつけていく。
ナンバンギセル,低山地で、ススキなどに寄生する。長い花柄（かへい）の先に筒形の花をつけ、その姿がキセルに似ているのでこの名がついた。茎はほとんど地上に出ず、小さな鱗片状（りんぺんじょう）の葉をつける。万葉集では、『思い草』の名で出てくる。中国、インドシナ、マレーシアなどにも分布。
ニンジン,世界中で栽培されている野菜。日本へはまず中国から東洋系の品種が入り、明治になってから西洋系品種が渡来した。現在は西洋系品種がおもに栽培されているが、関西地方では、甘味のある東洋系の品種も栽培される。2年目から白い小さな花をつける。
ネムノキ,日当たりのよい湿地や山に生える。マメ科だが、花はちょう形にはならず多数のおしべをもっている。夏の暑い盛りに咲く淡い紅色の花は、1日でしぼんでしまうが次々に花をつけてとても美しい。花は夕方に開き、葉は閉じてたれ下がり眠るようだ。
ノササゲ,山地の林のふちなどに生える。花はあまり目立たないが、晩秋にはあざやかな色のとり合わせの豆果（とうか）と種子が眼をひく。豆果は無毛で4～5センチメートルほどあり、中には5ミリメートルくらいの球形の種子が入っている。日本の固有種で、ササゲ属の近縁種である。
パンジー,原種Viola tricolorは、ヨーロッパ原産の宿根草（しゅっこんそう）。これをもとに、欧州各国でほかの種（しゅ）のスミレとの交配が進んだ。はなやかな上にじょうぶなので、花壇や庭でよく栽培されている。
ピーマン,トウガラシと同種で辛味のない野菜用の品種を指す。日本で古くから栽培されているシシトウもそのひとつだが、ふつう果実が大型で果肉が厚くなるものをいう。ピーマンという呼び名はフランス語のピマンPiment(トウガラシ）から。ビタミンA、Cを多く含み、炒め物、天ぷら、肉詰めなどに利用される。
ブナ,ブナはどの地域で見ても美しいが、白神山地のブナの森はみごとの一言につきる。秋の紅葉もさることながら、新緑の季節のみずみずしい森は本当にすばらしい。また保水力が高く、林下にはたくさんの山菜やキノコを育てる。種子は動物たちの大切な食糧になる。
ヘビイチゴ,日当たりのいい湿った草地で黄色い小さな花をつける。毒をもっていそうな名前だが、毒はない。さらに味も香りもないので、結局は人間の口には入らない運命のようだ。仲間のヤブヘビイチゴは全体的に大きいことと、葉の色が濃いことで識別できる。
ボタン,ボタンは中国原産の落葉低木である。シャクヤクと似ているが、こちらは宿根草（しゅっこんそう）だ。寒ボタンがあることからもわかるように、耐寒性が強い。花にはいろいろな種類があり、さまざまな色の大きな花を咲かせて美しい。
マンサク,冬枯れの早春の山で、ほかの木々に先がけてまっ先に花を咲かす。ねじれたリボンのような花を枝いっぱいにつけ、雑木林に春を知らせているようだ。和名は、春の早い時期に咲くからという説と、花が枝に満ちることからついたという説がある。
ミヤマオダマキ,栽培される園芸品種のオダマキは、力強くあざやかな色をしている。野生のミヤマオダマキは、はでなつくりではあるが優しげである。園芸品種の一つセイヨウオダマキは、北米に分布するものを園芸品種に改良したもの。改良種は野性種と色が同じで背が高い。
ムラサキツユクサ,明治のはじめに渡来し、野生化している。朝、花開き、午後にはしぼんでしまうが、茎の先につぼみを多数つけ、青紫色の花を次々に咲かせる。子どもが花をつぶして青い汁をとって遊ぶ。仲間のオオムラサキツユクサは葉の幅が広く、ピンクや白の花がある。
メロン,露地メロンは明治時代にアメリカから伝わったが、多湿な気候に合わなかったためにかぎられた地域でしかつくられなかった。その後、改良された品種が全国各地に広まった。おもな品種として、プリンスメロン、アムス、アンデスなどがある。
モモ,江戸時代から、日本でも果樹として栽培されるようになった。現在では、多くの品種が育成されている。写真のハクホウは7月頃に八百屋によく出る品種で、果肉が柔らかくて果汁が多くおいしい。黄色の果肉のネクタリンなどは、比較的果汁が少な目である。
ヤマユリ,ユリの女王というのにふさわしい迫力がある。花は大きくあざやかな上に濃密な香りをただよわせるので、庭で育てられることも多い。本州ではよく見るが、自然分布は近畿地方より北だけで意外にせまい。花が似ているサクユリは、花びらにつく赤かっ色の斑が少ない。
ヤマモモ,本来、関東南部より西の地方の植物で、産地では時期になると果物屋にはりっぱなヤマモモが並ぶ。東京でも公園や街路樹に植えられているが、果実の時期でも道ゆく人は見向きもせずにとおりすぎていく。赤紫色の果実が、しなびたふうに見えるからだろうか。
ヤマブキ,あざやかな黄色の花をつけるヤマブキは、低山地や少し湿り気のあるところでよく見かける。都市部でも、春の公園や庭先をかざっている園芸品種のヤマブキは、なじみ深い植物の一つだろう。属がちがうシロヤマブキは、中国地方にまれに自生している。
ヤマノイモ,栽培のナガイモに似ているが茎や葉柄（ようへい）の色がちがい、葉の形もヤマノイモは細長いハート形をしている。地下にできるイモは長さ150センチメートルほどにもなるが、普通はもっと小さく、また全体を掘りとるのはむずかしい。粘りが強く、すったヤマノイモはモチのようになる。
ヤマツツジ,低い山の林のふちに生える。落葉低木だが、暖かい地方では一部で常緑樹のように葉が落ちない。葉は春のものと夏のものとはちがい、春葉のほうが形に変化が多く大きい。花も変化が多く普通紅色だが、ムラサキヤマツツジなど紅紫色のものもある。
ヤブツバキ,冬から春にかけて花が咲き、庭などに植えられて日本でもよく親しまれている花木である。広く自生もしており、おもに海岸近くの丘陵や山に生えている。丸みのある花筒部（かとうぶ）の底で多量の蜜液（みつえき）を分泌しているので、鳥類や昆虫などが集まってくる。
ヤブタバコ,やぶに生え、茎の下部の葉がタバコの葉に似ていることが名の由来だ。小枝の葉腋（ようえき）に下向きにつく花は雌性花と両性花からなり、両性花が結実する。果実には臭気があり粘液も出す。葉をしぼった汁ははれ物などに効果があり、果実も漢方薬として利用される。
ヤドリギ,落葉樹の枝に、柔らかそうな塊（かたまり）になってこんもりとしげる。ヤドリギの果実が鳥に食べられると、種子は鳥のふんに含まれて運ばれる。それで、高いところに勢力を拡大できるわけである。落葉樹に寄生するが、寄生するほうは常緑なので冬は目立つ。
ヤツデ,ヤツデはどこへ行っても、必ずどこかの庭で見ることができる。南の暖かい地方の海岸では、自生もしている。それほど好きではないが、花の少ない季節なので、ついシャッターを押してしまう植物だ。ウコギ科は食用になるものが多いが、ヤツデは食べられない。
モミジバスズカケノキ,プラタナスとよばれるものの中には、スズカケノキ、モミジバスズカケノキ、アメリカスズカケノキがある。公園や街路樹で普通に見られるのは、モミジバスズカケノキ。これはほかの2種の交配種で、日本には明治末期に移入された。集合果はおもに2個つく。
モミ,山地に生え、まっすぐな幹に太い枝を伸ばして円錐形（えんすいけい）の樹形となる。日本特産でよく純林を形成し、ツガと混生して林をつくることも多い。大木になるが樹齢は短く、およそ150～200年。また、むかしから庭園などにも植えられているが、大気汚染に弱い。
モクレン,紫色の花が咲くのでシモクレンともよばれる。これに対して白い花をつけるのがハクモクレン。モクレンは、ハクモクレンよりも少しおそく花が咲く。ハクモクレンとともに、中国では高貴な花とされていて、日本でもかなり古い時代から植栽されるようになった。
モウソウチク（タケ）,1736年に中国より薩摩（さつま）藩に伝えられたモウソウチクは、関西地方の山に多い。わずか300年のあいだにおおぜいのタケノコ好きの人が熱心に植えたのだろう。しかし、めったに花をつけないマダケ属のタケが花を咲かすと、やぶ全体が枯れてしまうという。
モウセンゴケ,葉の表面には赤紫色の腺毛（せんもう）があり、見るからに不気味な姿をしている。反対に、かわいらしい花茎（かけい）はすっくと伸びていて、そこへ近寄ってしまった虫たちは腺毛から出る粘液でとらえられ、命を落とす。日当たりのよい酸性の湿地に生える。
ムラサキシキブ,低い山地などに生え庭木としても植えられているが、果実の時期がやってくるまではあまり目立たない。花はとても小さく、近寄らないと気づかないほどだが、淡いピンク色で上品である。秋に紫色に熟す果実が美しいことからこの名がついた。
ムクゲ,夏の3カ月を咲きとおす花として全国で親しまれている。ムクゲは韓国の国花でもあり、ムグンファ（無窮花）とよばれる。枝は繊維質で、手ではちぎりとることができないほどかたい。花の色はさまざまで、基本の一重のほかに半八重（はんやえ）や八重（やえ）の品種がある。
ミツバアケビ,アケビ、ムベなど、ミツバアケビの仲間の果実はどれも食べることができる。おいしいのでとる人が多いらしく、食べごろの果実に出会うのはむずかしい。芽吹きのころはつるの先も食べられるし、つるを使ったかご細工はかなりの高値で売られている。
ミツバ,日本原産の野菜のひとつ。山野にも自生。香りがよく山菜として利用され、野菜としても畑で栽培される。葉柄が細くて長い「糸ミツバ」、葉柄が太く根がつけてある「根ミツバ」などがある。葉、葉柄をおひたし、汁の実、酢の物、天ぷらなどに、根は煮物や油いためなどに使われる。
ミズヒキ,雑木林のふちややぶ、人家のまわりなどに生える。日かげで見ることが多い。がく片の色のぐあいで、花が上から見ると赤く、下から見ると白く見えることからこの名がついたといわれている。上品な姿だが、庭ではたくましく増えていく。白色の花はギンミズヒキとよばれる。
ミズバショウ,湿原や林の下の湿地などに生える。尾瀬でも群落をつくり、燧ケ岳（ひうちがたけ）などの山々を背景に美しい姿を見せている。白い花びらに見えるのは仏焔苞（ぶつえんほう）で、小さな花の穂を包んでいる。葉は、花の後に80センチメートルほどに生長する。
ミズタマソウ,山の木かげに生える。茎は直立し、節（ふし）は赤みを帯びる。夏には茎の先に花序（かじょ）を出し小さな花をつける。花の色は、白色または淡い紅色。ミズタマソウ属は、花びらが二つ、がくが二つ、おしべも2本ある二数性。果実には、白い毛がついているのが特徴。
ミカヅキモ,普通に見られる植物プランクトン。三日月形の1つの細胞のなかに青緑色にみえる葉緑体（ようりょくたい）が2つあり、中央の細く透明な部分で仕切られている。それぞれ葉緑体には、5～7個の光る粒が一列に並んでいる。これはデンプン粒で、光合成でつくられたものである。夏になると急に増えて、池などの水を緑色にし、なまぐさいにおいを発生することがある。写真はClosterium属の一種（しゅ）。
マテバシイ,暖地に生える。むかしから防風林用の生け垣などとして利用されてきた。南のほうでは純林をつくっているところもあるが、古くから植栽されていたために、自然分布したものかどうかはわからない。ドングリは食べられるが、味はそれほどよくない。
マツバボタン,真夏の太陽を一身に受けとめながら、カラカラに乾いたところでもきれいな花を咲かせる。さすがにブラジル出身だけあり、ピンク、白、クリーム色などの花は明るくあざやかである。晴天の日中に花開く一日花だが、長期間咲く品種なども出ている。
マツタケ,食用キノコの王者。栽培できるのは腐生菌類だが、マツタケは純寄生菌類のためいまのところ人工栽培はできない。秋になるとアカマツ林内に群生。しかし生産量が少なく高価である。収穫時期は秋に限られ、土瓶蒸し、ほうろく焼き、炭火焼きなど香りを楽しむ季節の食材となる。
マサキ,海岸の近くの林に生える。幹はよく分岐し刈りこみにも強くじょうぶなので、生け垣として植えられる。花は葉のつけ根に咲き、秋には7ミリメートルほどの丸い果実が成る。この果実が四つに割れると、中から赤い種子が顔を出して美しい。葉に斑が入った園芸品種もある。
マコンブ,前年の冬に有性生殖（ゆうせいせいしょく）し、翌年の早春には肉眼で見えるほどの芽＝幼体（ようたい）となり、その後急速に生長（せいちょう）するが、まだ一人前にはならない。ひと冬をこして2年目の秋に次世代をつくるとともに枯れる（実際には枯れる直前に人間に刈り取られて食用になる）。潮間帯（ちょうかんたい）付近に多いが、透明度の高い海域では10メートルほどの深さまですき間なく生えて、海中林（かいちゅうりん）をつくる。海中林はウニ、アワビ、稚魚たちが生育する大切な場所となっている。
ホトトギス,山の半日かげに生える。茎には上向きにかっ色の毛が密生している。ろうと状鐘形の花の花被片（かひへん）も斜め上に向かって開き、白地に紫の点がある。おしべやめしべの立ち上がり方も絶妙で、デザインと配色、造形と自然のもつ力に関心させられる植物。
ホトケノザ,春、里の野原や道ばたなどで普通に咲いている。日当たりのよいところでは、冬のうちからピンク色の花をほころばせている。つぼみはかざりの毛糸玉のようで、花には模様がついている。別名のサンガイグサは、葉が段々につくところからついた。なお、春の七草のホトケノザは、コオニタビラコのことをさす。
ホテイアオイ,熱帯アメリカ原産で、池や沼などに群落をつくる。日本でも暖かい地方では野生化している。水中に浮かび、多くのひげ根を出すために害草扱いされることもある。葉柄（ようへい）の中央部はふくれ、これがうきぶくろの役目をしている。和名はこの姿を布袋様（ほていさま）のお腹に例えたもの。
ホタルブクロ,名前の由来は、花の中にホタルをいれて遊んだとか、花の形を提灯に見立てたとか諸説ある。名前と印象がぴったりなので、この花を知っている人は多いだろう。花は白色と淡紅紫色があり、濃い紫色の斑点がある。がく裂片（れつへん）のつけ根はそり返る。
ホオノキ,日本固有種。叢生（そうせい）する葉の中心に白い大きな花をつけ、あたりに香りを放つ。また、大きな葉が目印にもなり、秋の山を歩いていると足元にたくさんのホオノキの葉が落ちているのに気づく。これに野菜や味噌をのせて焼く朴葉（ほおば）味噌はとてもおいしい。
ホウレンソウ,江戸時代に日本に入ってきて、今では食卓には欠かせない野菜となっている。在来種として栽培されるもののほかに、西洋種や交雑種がある。種（しゅ）のちがいではないが、冬場のロゼットのようなホウレンソウは、寒さで栄養がぎゅっと濃縮されたようなしっかりとした味がする。
ホウセンカ,古くに日本に渡来してから、夏の庭によく植えられている。みずみずしく太い茎には葉がたくさんつき、そのつけ根に2、3個の花をつける。花は写真のピンク色のほかに白、赤、紫色などがあり、八重咲き（やえざき）の品種もある。果実が熟すと、中の種子をはじき飛ばす。
ヘチマ,ヘチマは、浴用や食器洗いのタワシとしてよく知られている。若い果実は柔らかく食用になり、とくに鹿児島県などで栽培される食用ヘチマは香りがあり甘味もある。また、茎を途中で切ると出てくる液は、ヘチマ水として化粧水や薬用として使われる。
ヘクソカズラ,「ヘ」の上に「クソ」までつく気の毒な名をもつヘクソカズラは、荒れた雑木林などに生える。名前のとおりに花などをもむといやなにおいがするが、芯の部分は落ちついたアズキ色でしゃれている。冬になれば枯れたつるで素敵なリースができる。
ブドウ,古くから北半球で栽培され、世界で最も多くの生産量がある果樹である。日本での本格的な栽培は明治に入ってからで、現在ではアメリカブドウとの雑種が多く栽培されている。代表的なものは写真の巨峰のほかに、デラウェア、マスカットなどがある。
ブタクサ,北米原産の帰化植物。花期の夏から秋にかけては、ブタクサの花粉でアレルギー性鼻炎にかかる人がいる。ぞんざいな扱いを受けているのはその名前からもわかるが、人間にきらわれていることを察するように、野原ではあまり目立たないようにして咲いている。
フジ,山の中で、大木に巻きついてりっぱな花を咲かせているフジに出会うことがある。また、自生のものよりもさらに大きな花穂（かすい）をつけたり、花色のちがいなどで見ごたえのある園芸品種も栽培されている。フジはつるの巻き方に特徴があり、ノダフジは右巻き。
フクジュソウ,時期はずれの雪が降った後、淡い雪に囲まれたフクジュソウを見ることがある。まだ葉のしげらない明るい林の中で、春を一番最初に告げてくれる花だ。園芸品種として、花びらが切れこんだり、赤みが強いものなどがある。写真は、長野県白馬村で撮影。
フキ,フキのつぼみはフキノトウで、山菜として広く親しまれている。天ぷらにしたり、味噌に混ぜこんで焼いて食べてもおいしい。北海道や東北北部に生えるのはアキタブキで、大きいものでは2メートルほどになる。市販のフキは、ほとんどアキタブキの栽培品。
ビワ,日本では10世紀にはビワの記載があるが、食用として広く栽培されるようになったのは、写真のモギという品種が育成されてからだそうだ。ほかの木が休んでいるときに花を咲かせ、翌年の初夏に甘い果実をつける。葉も民間薬として皮ふ炎などに使われている。
ヒルガオ,日当たりのよい道ばたなどに生える。朝花が開いて午後にはしぼむのでこの名がある。盛夏に葉のつけ根から5～10センチメートルほどの花柄（かへい）を出し、花を1個つける。一日花。仲間のコヒルガオとよく似ているが、葉が矢じり形なので見分けがつく。普通結実しない。
ヒメムカシヨモギ,都心の荒れ地などにも繁殖し、はびこっているという印象の植物だ。北米原産で世界中に広がり、日本には明治期に渡来した。オオアレチノギクによく似ているが、ごく小さな白い舌状花（ぜつじょうか）があるので見分けることができる。
ヒメジョオン,北米原産の帰化植物。都会に多く見られ、野生状態になっている。花は白く、外側がわずかに紫色になる。仲間のハルジオンとよく似ているが、花期はハルジオンより少しおそい。また、ヒメジョオンの茎には白い髄（ずい）がつまっていて、葉の基部は茎を抱かない。
ヒマワリ,ヒマワリが線路わきなどで大きな頭花をもたげている姿は、盛夏そのものだ。園芸品種には、花が単生のもの、分枝して咲くものなどいろいろな種類がある。ロシアヒマワリは、60センチメートルもある大きな花をつける。花は明るいほうに向かって咲く。
ヒマラヤスギ,ヒマラヤ北西部からアフガニスタンの標高1100～4000メートルの高地に生える。樹形が円錐形（えんすいけい）で美しいために、世界中で公園樹として利用されている。葉は枝にらせん状につくものと束になるものがあり、枝はたれ下がる。め花とお花を別々の枝につける。
ヒノキ,山に自生するが、スギと並んで各地で造林される。日本特産で、火が出やすいので「火の木」という名がついたといわれている。材は、加工しやすくくるいが少ない。また、光沢もあり木の香りがよいために、世界最良の針葉樹材の一つと評価が高い。
ヒナゲシ,初夏の日差しを浴びた花壇などで、ひときわあざやかにヒナゲシは咲く。原種は花びらが4枚だが、園芸品種はほとんどが八重（やえ）。紙をもんだようなしわのある花びらは、うすい紙でつくった造花みたいだ。じょうぶな花なので、原産地では小麦畑の雑草になっている。
ヒガンバナ,畑のふちや墓地などに群生する。彼岸のころにいっせいに咲くのでこの名がある。もともとは日本に自生しておらず、古くに中国から入ってきたものが広がった。花びらは強くそり返り、おしべが長く飛び出しているのが特徴。茎にアルカロイドを含む有毒植物。
ヒアシンス,ヒアシンスが日本へ渡来したのは江戸時代末期。現在は2系統の園芸品種が栽培されている。花茎（かけい）が細く、花は小さめで繁殖力の強いローマン系。オランダでつくられたダッチ系。写真はダッチ系マルコニー。ほかにも白、青紫、ピンクとさまざまな色がある。
パセリ,全世界で広く栽培されている。日本へは、明治以後に西洋野菜として入ってきた。大きく分けて平葉種、ちりめん葉種、根用種があり、ちりめん葉種が最も多く栽培されている。2年目から黄緑色の小さな花をつける。栽培が簡単なことから家庭栽培にもむく。
バラ,バラの栽培の歴史は古く、今では1万をこえる品種が栽培されているという。大きくいくつかの種類に分けると、木の形状になるもの、つる性のもの、その中間型の三つになる。これがさらに四季咲き大輪系、中輪房咲き、小輪咲きなどと分かれる。
バナナ,世界各地の熱帯地域で栽培され、果実を食用にする。日本では果物として食べる品種が輸入されているが、甘味の少ない品種を重要な主食として利用するところもある。栽培されるバナナはすべて種子なしで、多くの品種がある。
ハルジオン,北米原産の帰化植物。大正時代に渡来したため大正草ともよばれる。個体によって花の色に濃淡があり、写真のようにピンク色がとてもきれいなものもある。茎が中空でつぼみがうなだれているのが特徴なので、ヒメジョオンと見分けることができる。
ハリエンジュ,花の時期には、山の斜面に生えているのが遠目でもよく見える。街路樹としても広く植えられていて、人々の頭上によい香りをただよわせている。蜜源（みつげん）としても重要な植物で、観察していると、都会のまん中の街路樹にもひっきりなしにミツバチが飛んでくるのがわかる。
