title,desc
花粉症,"花粉症（かふんしょう、英: hay fever、pollen allergy、pollen disease、医: pollinosis または pollenosis）とはI型アレルギー（いちがたアレルギー）に分類される疾患の一つ。植物の花粉が、鼻や目などの粘膜に接触することによって引き起こされ、発作性反復性のくしゃみ、鼻水、鼻詰まり、目のかゆみなどの一連の症状が特徴的な症候群のことである。枯草熱（こそうねつ）とも言われる[1]。日本においては北海道の大半と沖縄を除いてスギ花粉が抗原となる場合が多い[2]（スギ花粉による花粉症についてはスギ花粉症参照）。
"
カボチャ,"カボチャ（南瓜、英: pumpkin、米: squash）は、ウリ科カボチャ属に属する果菜の総称である。原産は南北アメリカ大陸。主要生産地は中国、インド、ウクライナ、アフリカ。果実を食用とし、ビタミンA、ビタミンC、ビタミンEなどのビタミン類を多く含む緑黄色野菜。
"
釜,釜（かま）は、熱を材料、食品に加えるための器具。
鎌,"鎌（かま）は草や芝を刈り取るのに用いる農具の一種[1]。植物の切断のための湾曲した刃もしくは歯を持っており、引いて刈るように内側に刃が付いている。
"
ニホンヒキガエル,ニホンヒキガエル（Bufo japonicus）は、両生綱無尾目ヒキガエル科ヒキガエル属に分類されるカエル。
カマキリ,"カマキリは、昆虫綱カマキリ目（蟷螂目、学名：Mantodea）に分類される昆虫の総称。前脚が鎌状に変化し、他の小動物を捕食する肉食性の昆虫である。漢字表記は螳螂、蟷螂（とうろう）、鎌切。
"
財布,"財布（さいふ）は、紙幣や硬貨など通貨の携帯に用いる袋ないし容器である。
"
かまくら,かまくらとは秋田県、新潟県など日本の降雪地域に伝わる小正月の伝統行事。雪で作った「家」（雪洞）の中に祭壇を設け、水神を祀る。
かまど,かまど（竈）は、穀物や食料品などを加熱調理する際に火を囲うための調理設備。
蒲鉾,蒲鉾（かまぼこ）は、練り製品の一つである。原料魚にはタラ類、サメ類、イトヨリ、ベラ類他の白身魚が使用される。原料魚を脱水砕肉しでんぷんなど副原料を添加して成形加熱する。なお一般に練り製品は細菌、カビなどでいたみやすい[1]。製法により、杉などの小板に半円筒形にいわゆるかまぼこ型にもりつけた「板かまぼこ」、麦わらなどに巻きつけた「（簀）巻かまぼこ」、薄く削ったかまぼこを乾燥させた「削りかまぼこ」などがある[2]。
頭髪,"頭髪（とうはつ）は、ヒトの頭部に生える毛である。毛髪（もうはつ）、髪の毛（かみのけ）、また単に髪（かみ）ともいう。
"
カミキリムシ,カミキリムシ（髪切虫、天牛）は、コウチュウ目（鞘翅目）・カミキリムシ科（Cerambycidae）に分類される甲虫の総称。ごく一部の種を除き草食で、成虫の体は前後に細長く、触角、脚、大顎が目立つ。 卵→幼虫→蛹→成虫という一生を送る完全変態の昆虫である。
紙コップ,紙コップ（かみコップ、英: Paper cup）は、飲料水などを入れるための、使い捨ての紙製コップ。円錐台を逆さにした形をしているものがほとんどで、スタッキング（積み重ね）が可能である。
神,"神（かみ）は、信仰の対象として尊崇・畏怖  されるもの。
"
紙芝居,"紙芝居（かみしばい）は、絵を見せながら演じ手が語って進める芝居的パフォーマンスのことで、主に子供たちを対象にした簡易な芸能である。
"
剃刀,"剃刀（かみそり）とは皮膚の表面の髪や体毛、髭を除去するための刃物のことである。手動式と電動式がある。電動式は主に男性の髭を剃るために用いられる。語源は「髪剃り」から来ており、飛鳥時代に日本に伝来した当初は出家の際に髪を剃るための仏教の法具として使用されていたためである。
"
雷,"雷（かみなり、いかずち）とは、雲と雲との間、あるいは雲と地上との間の放電によって、光と音を発生する自然現象のこと[1]。
"
紙粘土,"紙粘土（かみねんど）とは、細かく裁断された紙に糊などを加えて粘土状にしたもの。明確な定義が存在せず、主成分は樹脂粘土と大差ないが原材料にパルプを含むため紙粘土と分類されているもの[1]や、粘土分を含むものもある。近年は製造技術の進歩により、非常に軟らかく軽量のものや、液状のチューブ入りのものなども開発されている[2]。
"
風船,"風船（ふうせん、balloon（バルーン））とは、ゴムや紙、ビニールなどで作られた袋の中に気体を入れて膨らませて使われる玩具である。気体が水素やヘリウムといった浮揚性のあるガスの場合には、さらに持ち手となる糸やリボンを装着することがある。
"
紙吹雪,紙吹雪（かみふぶき）は、祝い事で祝福される人物・団体を称えたり、あるいはイベントの盛り上げやドラマ・演劇などの場面展開で使用される小道具のことである。一般には色紙（いろがみ）を細かく四角形や三角形に裁断したものが使用されている。
チューインガム,チューインガム（英: Chewing gum）は、かむ (chew) ゴム (gum) の意味で、ガムベースに味や香りをつけ、かむことで風味や口あたりを楽しむ菓子の総称である[1]。ガム (gum) と略されることが多い。「チューイングガム」と呼ばれることも有るがメーカーとしては「グ」が入らない「チューインガム」が正式な呼び方である。
ガムテープ,ガムテープは粘着テープの種類。本来、クラフト紙の片面に水溶性の糊（ガム）を塗り、乾燥させた上で細長い帯状にしたものであるが、現在では梱包用の粘着テープに対して広くこの呼称が使われる。また、一部では有るが塗料としても使用されている。
カメ,"カメ（亀、ラテン語名：Testudo、英語名：Turtle, etc.）[要検証 – ノート]は、爬虫綱-（双弓類[1]）- カメ目（亀目、学名：Testudines、英語名：Testudines）に分類される爬虫類の総称。絶滅した初期グループおよび、現存する曲頸亜目・潜頸亜目の2亜目で構成される。
"
カメラ,"カメラ（英: camera）とは、広義には「像を結ぶための光学系（レンズ等）を持ち、映像を撮影するための装置」である。また、狭義には「写真（静止画像）を撮影するための道具」である。
本項では、狭義の静止画撮影機器に関して記述する。
"
カメレオン科,カメレオン科（カメレオンか、Chamaeleonidae）は、爬虫綱有鱗目に属する科。体色を変化させ、舌を伸ばして虫を捕るなど、特異な爬虫類としてよく知られる。
カモ,"カモ（鴨、英: Duck）とは、カモ目カモ科の鳥類のうち、雁（カリ）に比べて体が小さく、首があまり長くなく、冬羽（繁殖羽）では雄と雌で色彩が異なるものをいう。カルガモのようにほとんど差がないものもある。分類学上のまとまった群ではない。
"
カモシカ,カモシカ（氈鹿、羚羊）とは、広義には、ウシ目（偶蹄目）ウシ亜目（反芻亜目）ウシ科ヤギ亜科の、ヤギ族以外、すなわち、サイガ族・シャモア族・ジャコウウシ族の3族の総称。8属10種が属す。
カモメ,カモメ（鴎[4]、Larus canus）は、チドリ目カモメ科カモメ属に分類される鳥類。
蚊帳,蚊帳（かや、かちょう[1]、ぶんちょう[1]、蚊屋）は、蚊などの害虫から人などを守るための網。
火薬,"火薬（かやく）は、熱や衝撃などにより急激な燃焼反応をおこす物質（爆発物）のことを指す。狭義には最初に実用化された黒色火薬のことであり、ガン・パウダーの英名通り、銃砲に利用され戦争の歴史に革命をもたらした。また江戸時代には焔硝（えんしょう）の語がよくつかわれ、昭和30年代頃までは、玩具に使われる火薬を焔硝と言う地方も多かった。
"
画用紙,"画用紙（がようし、英: drawing paper）とは、図画の支持体に用いられる厚手の洋紙である。白無地が一般的であるが、着色紙で作られた色画用紙（いろがようし、英: construction paper）もある。カード類やペーパークラフトなどの工作・手芸の材料にも使われる。
"
から揚げ,から揚げ（からあげ、空揚（げ）、唐揚（げ））とは、食材に小麦粉や片栗粉を薄くまぶす程度で、衣をつけずに高温の油で揚げること[1]。また、その料理[1]。英語では「fry」（フライ）で[2]料理名ではフライドチキン、フライドポテトなど「fried〜」となる。中国語では揚げものは「油炸」（ヨウチャ）と呼ばれて何もつけず揚げるから揚げは「清炸」（チンチャ）、衣をつけるのは「乾炸」（カヌチャ）[3]。いわゆる揚げ物の一種。
カラオケ,"カラオケとは、歌唱またはメロディパート（主旋律）を担う楽器を演奏する際に、事前に制作された伴奏を再生し合唱・合奏や演奏する行為をいう。対語として生演奏を生オケと言う。また、事前に制作された伴奏の録音もカラオケと呼ぶ。1970年代以降、演奏装置そのものを「カラオケ」と呼ぶ機会も増えている。
"
カラス,カラス（烏、鴉、鵶、雅）は、鳥類カラス科の1グループ。カラス属 Corvus[1][2]または近縁な数属[3]を含む。
ガラス,"ガラス（オランダ語: glas、英語: glass）または硝子（しょうし）という語は、物質のある状態を指す場合と特定の物質の種類を指す場合がある。
"
体,体（體、躰、躯、身体、からだ）、身体（しんたい）は、生物学的かつ文化的に規定された、有機体としての人間や動物の構造を指す。人間は身体を通じて世界を経験し、世界を構成する。
空手道,"空手道（からてどう）もしくは空手（からて）は、琉球王国時代の沖縄で発祥[1]した拳足による打撃技を特徴とする武道・格闘技である[2]。空手道の起源には諸説があるが、一般には沖縄固有の拳法「手（ティー）」に中国本土の武術が加味され、さらに薩摩藩示現流や夕雲流など日本武術の影響も受けながら発展してきた（詳しくは「起源」を参照）。
"
カラマツ,カラマツ（落葉松、唐松、学名：Larix kaempferi）は、マツ科カラマツ属の落葉針葉樹。日本の固有種[1]で、東北地方南部・関東地方・中部地方の亜高山帯から高山帯に分布し[7]、天然林は少なく日当たりのよい乾燥した場所が生育に適する[8]。
カリフラワー,カリフラワー（英: Cauliflower、学名：Brassica oleracea var. botrytis）はアブラナ科アブラナ属の一年生植物。頂花蕾を食用にする淡色野菜として栽培されるほか、観賞用途でも利用される。
カルシウム,"カルシウム（新ラテン語: calcium[1]、英: calcium [ˈkælsiəm]）は原子番号 20、原子量 40.08 の金属元素である。元素記号は Ca。第2族元素に属し、アルカリ土類金属の一種で、ヒトを含む動物や植物の代表的なミネラル（必須元素）である。
"
かるた,"かるた（歌留多、加留多、嘉留太、骨牌）とは、カードを使った主に正月に遊ぶ室内遊具である。
"
カレイ,"カレイ（鰈）は、カレイ目 カレイ科に分類される魚類の総称である。
"
カレンダー,カレンダーとは、日付・曜日などを表形式などで表示し、容易に確認できるものを指す。七曜表（しちようひょう）とも言う。
川,"川（かわ）は、絶えず水が流れる細長い地形である。雨として落ちたり地下から湧いたりして地表に存在する水は、重力によってより低い場所へとたどって下っていく。それがつながって細い線状になったものが川である。河川（かせん）ともいう。時期により水の流れない場合があるものもあるが、それも含めて川と呼ばれる。
"
皮,皮
瓦,"瓦（かわら、英: roof tiles）は、屋根葺きに用いられる代表的な建材である[1]。
"
缶,缶・罐（かん）とは、金属製の容器である。材料により、ブリキ缶、スチール缶、アルミ缶などに分かれる。
棺,棺（かん、ひつぎ、柩）とは、遺体を納めて葬るための容器。
旱魃,"旱魃（かんばつ）とは、雨が降らないなどの原因である地域に起こる長期間の水不足の状態である。旱は「ひでり」、魃は「ひでりの神」の意味である。いずれも常用漢字ではないため干ばつと表記する場合がある。
"
カンガルー,"カンガルー（英語: kangaroo）は、有袋類双前歯目の一群である。
"
元日,元日（がんじつ）は年の最初の日。日付はグレゴリオ暦では1月1日（改暦前は旧暦正月一日）。元旦（がんたん）ともいうが、この場合は特にその日の朝を指すこともある[1]。
肝臓,"肝臓（かんぞう、希: ἧπαρ (hepar)、羅: iecur、独: Leber、英: Liver）は、哺乳類・鳥類・齧歯類・両生類・爬虫類・魚類等の脊椎動物に存在する臓器の一つ。
"
缶詰,缶詰（かんづめ）は、一般に水分の多い食品を金属缶に詰めて密封した上で微生物による腐敗・変敗を防ぐために加熱・殺菌したもの[1]。乾燥食品などの製品を単に金属缶に詰めて密封したものは厳密には「缶入り」と呼ばれ一般に缶詰とは区別される[1]。なお、食品以外の缶詰も製造されている（#食品以外の缶詰）。
寒天,"寒天（かんてん）は、テングサ（天草）、オゴノリなどの紅藻類の粘液質を凍結・乾燥したものである。英語では、マレー語からの借用によりagar-agar、または短縮してagar（[ˈeɪɡɑːr, ˈɑːɡər]）と呼ぶ。"
乾電池,"乾電池（かんでんち）は、電解液を固体に染み込ませて担持させ、扱いやすくした一次電池である。（一回限りの使用で使い捨てるものが一次電池、充電して繰り返し使うものが二次電池）
"
乾パン,乾パン（かんパン）は、保存、携帯の目的で固く焼き締めたビスケットの一種。
かんぴょう,干瓢（かんぴょう）はユウガオの果実をひも状に剥いて乾燥させた食品である。
木,"木（き）とは、
"
気圧,"気圧（きあつ、英語: air pressure[1]）とは、気体の圧力のことである。単に「気圧」という場合は、大気圧（たいきあつ、英語: atmospheric pressure[1]、大気の圧力）のことを指す場合が多い。
"
絹,"絹（きぬ、羅: sericum、独: Seide、英: silk、仏: soie）は、蚕の繭からとった動物繊維である。独特の光沢を持ち、古より珍重されてきた。蚕が体内で作り出すたんぱく質・フィブロインを主成分とするが、1個の繭から約800 - 1,200メートルとれるため、天然繊維の中では唯一の長繊維（フィラメント糸）である。絹織物などに用いる。
"
紀伊半島,紀伊半島（きいはんとう）は、本州中央部から南側の太平洋に突き出る、日本最大の半島である。名称は令制国の紀伊国に由来する[1]。
キーボード,キーボード (keyboard) は、鍵盤を意味する語。
キーホルダー,キーホルダー（英語:key holder、 keyring、keychain）は、鍵を一つにまとめて束ねておくための道具。複数の鍵をまとめることで、携帯しやすくなり、紛失しにくくなる。
黄色,"黄色（黃色、きいろ、オウショク）は、基本色名の一つであり、色の三原色の一つである。ヒマワリの花弁のような色。英語では yellow と言う。暖色の一つ。波長 570〜585 nm の単色光は黄色であり、長波長側は橙色に、短波長側は黄緑色に近付く。RGBで示すと赤と緑の中間の色。黄（き、オウ、コウ）は同義語。
"
キーウィ,キーウィ、キウイ
記憶,"記憶（きおく）とは、
"
気温,"気温（きおん）とは、大気の温度のこと。気象を構成する要素の1つ。通常は地上の大気の温度のことを指す。
"
機械,"この記事では機械、器械[1]（きかい、フランス語、英語、オランダ語：machine、ドイツ語：Maschine）について説明する。
"
気管,気管（きかん）は、動物に見られる空気を取り入れるための管状の器官である。このため呼吸器に分類される。脊椎動物と節足動物の両方にこの名称の器官が存在するものの、双方で起源と機能は異なる。共通点は空気の流通する管だという点である。
下気道,"下気道（かきどう、英語: Lower respiratory tract）とは、気道のうち声帯よりも中枢側の部分で、気管から気管支、細気管支を経て、終末の肺胞までのこと。声帯よりも末梢側の上気道とは異なり、咳やくしゃみとしての反射や、気道に存在する繊毛による粘液の分泌とその繊毛運動により異物を体外に運ぶ、いわゆる自浄作用。また、肺胞での肺胞マクロファージによる免疫機構などにより、呼吸器感染の成立を防いでいる。
"
機関車,機関車（きかんしゃ、英: locomotive）は、鉄道車両の一つで、その車両の中に動力装置を有し、駆動を行わない他車を前から牽引、もしくは後から推進して線路上を運転する車両のことである。機関車に牽引・推進されるのは動力を有しない客車・貨車のみならず、電気方式の相違・故障・回送などの理由で自車の動力を使用できない、または勾配区間で出力が足りない電車・気動車である場合もある。基本的に機関車は列車の駆動のためだけに存在しており、自車には旅客や貨物を搭載しない場合がほとんどである。
機関銃,"機関銃（きかんじゅう、英: Machine gun）は、弾薬を自動的に装填しながら連続発射する銃である。略称は「機銃」、英語とドイツ語[注 1]では「MG」。
"
利き手,利き手（ききて）とは、人間の左右の手のうち、先天的に反射・動作される手のこと。日常的に使っている利き手を、実用手ともいう。
気球,"気球（ききゅう）とは、空気より軽い気体を風船に詰め込む事で浮力を得る物のこと。飛行船と異なり推進装置を持たないが、高度の調整（上昇・下降）により人間や観測装置などを空中に送った後で地表に帰還させたり、物体を遠方に落下させたりできる。
"
キキョウ,キキョウ（桔梗、Platycodon grandiflorus）はキキョウ科の多年生草本植物。山野の日当たりの良い所に育つ。日本全土、朝鮮半島、中国、東シベリアに分布する。
貴金属,貴金属（ききんぞく、precious metal）は、化学としては金 (Au)、銀 (Ag)、白金 (Pt)、パラジウム (Pd)、ロジウム (Rh)、イリジウム (Ir)、ルテニウム (Ru)、オスミウム (Os) の8つの元素を指す。存在が希少なものが多く、耐腐食性があるのが特徴である。Dブロック元素に属する。
キク,"キク（菊）は、キク科キク属の植物。ここでは、狭義のキク（家菊（イエギク）、栽培菊（栽培ギク））について詳述する。野菊については「野菊」を参照のこと。
"
キクラゲ,"キクラゲ（木耳、木蛾、学名：Auricularia auricula-judae）は、キクラゲ目キクラゲ科キクラゲ属のキノコ。春から秋にかけて、広葉樹のニワトコ、ケヤキなどの倒木や枯枝に発生する。主に中国、日本、台湾、韓国などの東アジアで食用とされている。
"
季語,季語（きご）とは、連歌、俳諧、俳句において用いられる特定の季節を表す言葉を言う。「雪」（冬）、「月」（秋）、「花」（春）などのもの。流派、結社によっては、題詠の題としたり、一句の主題となっている言葉を「季題」（きだい）と言い、単に季節を表すだけの「季語」と区別することもあるが、両者の境は曖昧であり互いを同義に用いることも多い[1]（詳細は後述）。「季語」「季題」いずれも近代以降に成立した言い方であり、古くは「季の詞（きのことば）」「季の題」「四季の詞」あるいは単に「季（き）」「季節」などと呼ばれていた[2]。以下では特に説明のない限り「季語」で統一して解説する。
気候,"気候（きこう、英: climate）とは、その地域を特徴づける大気の状態（あるいは気象）のこと。具体的には天気・気温・降水量・風などの傾向を指す。本項では特記しない限り地球における気候について記述する。
"
気孔,植物における気孔（きこう、Stoma、pl Stomata）とは、葉の表皮に存在する小さな穴（開口部）のこと。2つの細胞（孔辺細胞）が唇型に向かい合った構造になっており、2つの孔辺細胞の形が変化することによって、孔の大きさが調節される。主に光合成、呼吸および蒸散のために、外部と気体の交換を行う目的で使用される。
樵,樵（きこり、木樵）とは、森林の樹木を斧などにより伐採すること、もしくはそれによって生計を立てている者を指す。樵夫（しょうふ）や杣夫（そまふ）ともいう。昔話などにもよく登場する職業である。
2月,2月（にがつ）はグレゴリオ暦で年の第2の月に当たり、通常は28日、閏年では29日となる。
岸,岸（きし）
生地,"生地（いくじ、おんじ、きじ、せいち）
"
汽車,汽車（きしゃ）
気象,"気象（きしょう）は、気温・気圧の変化などの、大気の状態のこと。また、その結果現れる雨などの現象のこと。広い意味においては大気の中で生じる様々な現象全般を指し、例えば小さなつむじ風から地球規模のジェット気流まで、大小さまざまな大きさや出現時間の現象を含む。
"
キシリトール,キシリトール (xylitol) は化学式 C5H12O5 で表される、キシロースから合成される糖アルコールの一種。メソ化合物である。天然の代用甘味料として知られ、最初はカバノキから発見されギリシア語 Ξυλον（Xylon、木）から命名された。北欧諸国で多用されている[要出典]。旧厚生省は天然にも存在する添加物に分類している[2]。
キス,"キス、キッス、きす、KISS、Kiss、kiss
"
創傷,"創傷（そうしょう、英: trauma, wounds, burns）は、外的、内的要因によって起こる体表組織の物理的な損傷を指す。創（そう）と傷（しょう）という異なるタイプの損傷をまとめて指す総称である。日常語では傷（きず）と呼ばれる。
その形状や原因（機転）などによって擦過傷、切創、裂創、刺創 等々に分類している。
"
寄生虫,"寄生虫（きせいちゅう）とは、寄生生物のうち動物に分類されるものを指す。寄生動物とも。
植物における寄生生物は寄生植物と呼ばれる。
"
季節,"季節（きせつ、仏: saison、 英: season、独: Jahreszeit）は、特定の天候、昼夜の長短（日照時間）などによって示される、一年の中の時期（（温帯では）春・夏・秋・冬の4つの時期）で、太陽に対する地球の位置に起因するもの[1]。暦などでは天文学的な指標によって季節を区分し、天気予報や地理学などにおいては気象条件によって区分することが多い。両者は互いに関係しあう。
"
モンスーン,"モンスーン（monsoon）とは、ある地域で、一定の方角への風が特によく吹く傾向があるとき（その風を卓越風と呼ぶが）、季節によって風の吹く方角（卓越風向）が変化するものを呼ぶ。アラビア語の「季節」（موسم mawsim、マウスィム）に由来する用語である。
"
気体,"気体（きたい、英: gas）とは、物質の状態のひとつであり[1]、一定の形と体積を持たず、自由に流動し圧力の増減で体積が容易に変化する状態のこと[1]。
「ガス体」とも[1]。
"
北半球,北半球（きたはんきゅう）とは、天体を赤道で二分したとき、北側に相当する部分を指す。以下、特に断らない限り地球の北半球について述べる。
キツツキ目,キツツキ目（キツツキもく、学名 Piciformes）は鳥類の目である。
切手,"切手（きって）は、郵便事業で行われる諸々のサービスの、料金前納を証明する証紙である。郵便物に貼って差し出されることが多いため、郵便切手とも呼称する。また宣伝媒体として用いられたり、古銭・紙幣や骨董品と同様に趣味の収集対象（切手収集、郵便趣味）となったりする。
"
キツネ,"キツネ（狐）は、哺乳綱ネコ目（食肉目）イヌ科イヌ亜科の一部。
"
狐の嫁入り,狐の嫁入り（きつねのよめいり）は、日本の本州・四国・九州に伝わる怪異[1]。「狐の嫁入り」といわれるものには、昭和中期頃までの嫁入り行列の提灯の群れを思わせる夜間の無数の怪火、俗にいう天気雨、古典の怪談、随筆、伝説などに見られる異様な嫁入り行列などがある。いずれも伝承上で人間を化かすといわれたキツネと密接な関連があり、平成以降の現代においても、それらにちなんだ神事や祭事が日本各地で開催されている。本項ではそれぞれについて述べる。
切符,"切符、""きっぷ""、またはチケットは、特定の物品の購入、交通機関や劇場の利用サービス受給等に際し、その対価を支払い、購入または受給の権利や法律履行の義務を表す証票のこと。"
警笛,警笛（けいてき）とは、交通機関等で自らが近づくことを他の通行対象に知らせるための音（警告音）またはそれを発する保安用具。自動車や鉄道車両、船舶等において警告音を発する装置は警音器（けいおんき）ともいう。特に自動車では一般にクラクション (klaxon) やホーン (horn) と呼ぶ。
軌道,軌道（きどう）
きな粉,"きな粉（きなこ、黄粉）は、大豆を炒って皮をむき、挽いた粉である。加熱により大豆特有の臭みが抜け、香ばしい香りになる。語源は「黄なる粉」で[2]、黄な粉とも書く。
"
絹,"絹（きぬ、羅: sericum、独: Seide、英: silk、仏: soie）は、蚕の繭からとった動物繊維である。独特の光沢を持ち、古より珍重されてきた。蚕が体内で作り出すたんぱく質・フィブロインを主成分とするが、1個の繭から約800 - 1,200メートルとれるため、天然繊維の中では唯一の長繊維（フィラメント糸）である。絹織物などに用いる。
"
杵,杵（きね）とは、臼と共に使い、おもに穀物の脱穀や籾すりなどに用いる道具。
昨日,昨日（きのう・さくじつ、英: yesterday）とは今日の前日[1][2]。
キノコ,"キノコ（茸、菌、蕈、Mushroom）とは、特定の菌類(Fungi)のうちで、比較的大型の（しばしば突起した）子実体(Fruiting body)あるいは、担子器果そのものをいう俗称である[1]。またしばしば、キノコという言葉は特定の菌類の総称として扱われるが、本来は上述の通り構造物であり、菌類の分類のことではない[1]。子実体を作らない菌類はカビである[1]。植物とは明確に異なる。ここでいう「大型」に明確な基準はないが、肉眼で確認できる程度の大きさのものをキノコという場合が多い。食用、精神作用用にもされるが毒性を持つ種もある。語源的には、「木+の+子」と分析できる。
"
木登り,木登り（きのぼり）は、樹木を昇降する位置移動である。
牙,牙（きば）は、動物が口に持つ、骨格と同一または近い組織でできた、大型で細長い錐形の器官。口器の一種である。
キビ,キビ（黍、稷、学名:Panicum miliaceum）は、イネ科の一年草で、穀物の一種である。糯（モチ）と粳（ウル）があり[2]、粉食、粒食され、日本では五穀の一つとされる。
ギプス,ギプス（独: Gips、英: cast）は、骨折・靭帯損傷などの治療において患部が動かないよう外から固定・保護し安静を保つ為に用いられる包帯材料もしくは包帯法の略称で、整形外科などの医療機関で使用されるものである。「ギプスなき所に整形外科はない」と称されるように、整形外科にとって重要なアイテムである。
卵黄,卵黄（らんおう）とは、雌性の生殖細胞である卵細胞に貯蔵される栄養物質。また一般には鶏卵等の卵細胞全体（卵黄の小胞である多数の卵黄球と胚等を含めた球状の部位）を指す。鳥類の卵細胞は人間が器具を用いずに観察できる最大の細胞のひとつである[† 1]。
キムチ,"キムチ（朝鮮語: 김치）は、白菜などの野菜と、塩・唐辛子、魚介塩辛、ニンニクなどを主に使用した漬物[2]。かつては朝鮮漬けという呼称が一般的であったが、現在はキムチという名前が定着している。
単独で、あるいはつけ合せ（特に焼肉店）として食べられるほか、豚肉と一緒に炒めた「豚キムチ」などの材料や、チゲの具（キムチチゲ）としても用いられる。
"
肝,肝（かん、きも）は、
和服,"和服（わふく）とは、日本在来の衣服のこと。近年では、日本における民族服ともされる。着物（きもの）ともいう。
"
ギャグ,ギャグ（Gag）とは、話題や行為の最中に挿入する短い言葉や仕草などで、滑稽な効果をもたらすものを言う。
梯子,"梯子（はしご、ていし）とは、昇降のための道具[1]。はしごに「梯」や「階子」の字をあてることもある。壁の表面などに立てかけて使う固い材質（木・竹・金属など）でできたものと、頂上から吊るして使う縄などでできたものがある。固い材質の梯子は移動して用いられることが多いが、建物の壁に永久的に固定されているものもある。鉄道車両においては緊急時に車両から脱出する場合に使用する。
"
キャビア,"キャビア（英語: フランス語: caviar 英語: [ˈkæviaːr] フランス語: [kavjaʁ]、ロシア語: чёрная икра：チョールナヤ・イクラー）は、チョウザメの卵の塩漬け。オードブルなどで供される高級食材である。
"
キャベツ,"キャベツ（古くはキャベジ[3]、英語：Cabbage、Brassica oleracea var. capitata）、アブラナ科アブラナ属の多年草。野菜として広く利用され、栽培上は一年生植物として扱われる。
"
キャラメル,"キャラメル、カラメル（caramel [ˈkærəˌmɛl, ˈkærəməl]）は、砂糖や牛乳を煮詰めて作るキャンディ菓子や製菓材料。"
キャンディ,
ろうそく,ろうそく （漢字表記：蝋燭あるいは蠟燭、英語: candle キャンドル）とは、綿糸などを縒り合わせたもの（ねじりあわせたもの）を芯にして、芯の周囲に蝋（ろう）やパラフィンを成型したもののこと。芯に火を点して灯りなどとして用いる。ロウソク、ローソクとも。
キャンプ,"キャンプ（英: camping）とは、野外で一時的な生活をすること[1]。野営、露営、宿営ともいう。
"
キュウカンチョウ,"キュウカンチョウ（九官鳥、Gracula religiosa）は、スズメ目ムクドリ科に分類される鳥類。
"
球技,"球技（きゅうぎ）とは、スポーツの中でも、基本的にはボール（日本語訳「球」）を使用する競技や種目などを指す。種目により、それに用いるボールは様々な材質でできており、大きさも様々である。また、ボールが球形をなしていないものもあり、実際には、ボール以外の形状を用いる場合も、広義で「球技」とする場合もある。例として、ラグビーはボールが球形ではなく楕円球形で、バドミントンは羽状の「シャトルコック」を用い、アイスホッケーは円盤型の小さな「パック」を用いる。
"
救急車,"救急車（きゅうきゅうしゃ）は、傷病者を病院などの医療施設まで迅速かつ安全に搬送するための車両である。自動車のない時代から救急車は存在し、馬車や人力車が用いられていた。自動車が発明されてからは自動車が主流となっている。
"
球根,球根（きゅうこん）とは、宿根草のうち、根、茎、葉の一部に養分がたまってふくらんだ貯蔵器官のこと[1]。園芸や農学分野で用いられる用語である。
九州,"九州（きゅうしゅう）は、日本列島を構成する島の一つで[4]、その南西部に位置する。
"
給食,"給食（きゅうしょく）とは、特定多数人に対して専門の施設を用いて組織的・継続的に食事を提供するもの[1][2][3][4]。また、喫食者側からは「給食」とはその継続的に提供される食事のことを指すことになる[1]。
"
急須,"急須（きゅうす）は、茶をいれて注ぐ際に使用される容器。
"
宮殿,"宮殿（きゅうでん）は、王族、皇族などの君主およびその一族が居住する、もしくは居住していた御殿。君主が政務や外国使節の謁見、国家的な儀式などを行う朝廷部分と、君主が私的な生活を行う宮廷（きゅうてい）部分に分かれる。中世ヨーロッパにおいては戦士階級と世俗君主階級が一体化していたため、城壁に囲まれた城砦の中に国王や領主が居住し、君主が住み政治的機能を有する城砦を宮殿と同時に呼ぶことが一般的であった。しかし、時代の変遷とともに城砦形式の有効性が低下したことなどから、防衛機能より見た目の豪華さ、壮大さや居住性を重視して、都市の中に建設されるようになった。ヨーロッパ大陸諸国では都市の中に建てられた貴族の壮麗な邸宅を指すことがある。ヨーロッパ諸語における「Palace（英）」、「Palast（独）」「 Palais（仏）」、「Palazzo（伊）」という表現は、古代ローマのローマの七丘の一つである「Palatinus Mons（パラティーノ）」に由来する。この丘にローマ貴族の多くが邸宅を建て、初代皇帝も居住したからである。
"
牛丼,"牛丼（ぎゅうどん）とは、薄く切った牛肉（切り落とし、小間切れなど）とタマネギなどを醤油などで甘辛く煮込み、丼に盛った飯の上に載せた料理である[1]。
"
牛乳,"牛乳（ぎゅうにゅう、英: milk）とは、ウシの乳汁である。日本の#法律による定義は、成分を調整していない生乳が牛乳と定義され、脂肪分を調整したものが低脂肪牛乳などとされ、また商品に「牛乳」の名をつけることができる。牛乳成分を増減したり乳糖を分解すれば加工乳であり、乳飲料は牛乳由来成分以外を加えた栄養添加やコーヒーミルクなどである。牛乳の加工製品は乳製品であり、脱脂粉乳、バター、生クリーム、チーズ、ヨーグルト、アイスクリームなどが作られる。
"
今日,今日（きょう、こんじつ）
組合,組合（くみあい）とは、一般的な意味では、何らかの目的で設立された団体。民法上は、複数の当事者が出資をして共同事業を営む契約をいい、また、その共同事業体のことをいう。その他、「組合」の語を含む制度がさまざまな特別法によって設けられている。
